trade_date,update_time,ts_code,name,price,open,high,low,close,pre_close,pct_chg,amount,volume,turnover_rate,volume_ratio,sector_name,sector_rank,sector_limitup_count,sector_gt6_count,sector_amount_ratio,pre_day_limitup,today_limitup,today_limit_up_price,prev_limit_up_price,ret_5d,ret_20d
20260703,2026-07-06 15:49:56,002056.SZ,横店东磁,32.82,31.11,33.73,29.11,32.82,30.660002802559674,7.045,4065511535.29,1258443.93,7.7441,1.38,电气设备,99.0,0.0,33,27.418844383097706,0,0,33.73,,7.045,7.045
20260703,2026-07-06 15:49:56,002139.SZ,拓邦股份,10.28,9.79,10.41,9.73,10.28,9.610000383278225,6.9719,616970335.8399999,609339.78,5.689,2.57,元器件,99.0,0.0,32,64.38759093254617,0,0,10.57,,6.9719,6.9719
20260703,2026-07-06 15:49:56,002164.SZ,宁波东力,12.91,12.03,13.2,11.98,12.91,12.030005125099008,7.315,410928155.12,322032.61,6.7122,1.9,机械基件,99.0,0.0,28,12.113739923045793,0,0,13.23,,7.315,7.315
20260703,2026-07-06 15:49:56,002196.SZ,方正电机,13.99,13.1,14.2,13.05,13.99,13.039997091866267,7.2853,1228047091.65,894015.32,18.3046,2.16,纺织机械,99.0,0.0,2,0.6124278442844943,0,0,14.34,,7.2853,7.2853
20260703,2026-07-06 15:49:56,002235.SZ,安妮股份,9.31,8.6,9.35,8.5,9.31,8.620003222084986,8.0046,540231422.27,600869.82,10.8543,1.62,造纸,99.0,0.0,5,0.8065054315509177,0,0,9.48,,8.0046,8.0046
20260703,2026-07-06 15:49:56,002266.SZ,浙富控股,5.3,5.05,5.37,5.0,5.3,4.990001167471971,6.2124,913315220.0,1756557.82,3.6273,1.67,环境保护,99.0,0.0,4,2.96346187613812,0,0,5.49,,6.2124,6.2124
20260703,2026-07-06 15:49:56,002276.SZ,万马股份,10.72,10.25,10.94,10.16,10.72,10.100001319030024,6.1386,457496550.36,429096.89,4.2608,2.34,电气设备,99.0,0.0,33,27.418844383097706,0,0,11.11,,6.1386,6.1386
20260703,2026-07-06 15:49:56,002284.SZ,亚太股份,10.41,9.81,10.5,9.73,10.41,9.769996818416022,6.5507,318298858.52,309533.95,4.235,1.77,汽车配件,99.0,0.0,65,13.969345747411237,0,0,10.75,,6.5507,6.5507
20260703,2026-07-06 15:49:56,002313.SZ,日海智能,8.12,7.59,8.4,7.58,8.12,7.649999340517296,6.1438,231022105.0,287233.0,7.6724,2.87,通信设备,99.0,0.0,10,31.934565567570914,0,0,8.42,,6.1438,6.1438
20260703,2026-07-06 15:49:56,002422.SZ,科伦药业,47.98,44.0,48.08,42.93,47.98,44.74999044002914,7.2179,2417181516.0699997,536574.55,4.1319,1.39,化学制药,99.0,0.0,9,9.829294354187303,0,0,49.23,,7.2179,7.2179
20260703,2026-07-06 15:49:56,002448.SZ,中原内配,12.31,11.66,12.74,11.62,12.31,11.579996989765203,6.304,419549270.0,339700.5,5.8518,2.1,汽车配件,99.0,0.0,65,13.969345747411237,0,0,12.74,,6.304,6.304
20260703,2026-07-06 15:49:56,002465.SZ,海格通信,13.0,12.28,13.33,12.2,13.0,12.180005490371705,6.7323,1574909141.72,1225251.3,4.9447,1.56,通信设备,99.0,0.0,10,31.934565567570914,0,0,13.4,,6.7323,6.7323
20260703,2026-07-06 15:49:56,002527.SZ,新时达,13.95,13.26,14.34,13.2,13.95,13.12000240768503,6.3262,434071383.07,313738.49,5.932,1.79,电器仪表,99.0,0.0,10,5.915751620027155,0,0,14.43,,6.3262,6.3262
20260703,2026-07-06 15:49:56,002534.SZ,西子洁能,17.8,16.75,18.06,16.57,17.8,16.539999386719124,7.6179,454163841.84000003,260250.24,3.1532,1.1,专用机械,99.0,0.0,39,22.09610923873684,0,0,18.19,,7.6179,7.6179
20260703,2026-07-06 15:49:56,002552.SZ,宝鼎科技,65.38,62.29,66.46,62.29,65.38,61.2600187022021,6.7254,976073893.46,151311.13,4.1061,1.06,元器件,99.0,0.0,32,64.38759093254617,0,0,67.39,,6.7254,6.7254
20260703,2026-07-06 15:49:56,002553.SZ,南方精工,17.36,16.51,17.87,16.37,17.36,16.330001486255895,6.3074,378313459.14,218701.83,8.5361,2.31,汽车配件,99.0,0.0,65,13.969345747411237,0,0,17.96,,6.3074,6.3074
20260703,2026-07-06 15:49:56,002576.SZ,通达动力,15.54,14.42,15.82,14.42,15.54,14.379994595935106,8.0668,174265527.05,112760.0,6.9593,3.28,电气设备,99.0,0.0,33,27.418844383097706,0,0,15.82,,8.0668,8.0668
